header,name,epochtime,count_ns_mixture,count_ns_random,count_ns_primer_dropout,mix_parent1,mix_parent2
>515:27-06-2020:0,515,1593212400,0,50,456,,
>516:10-06-2021:0,516,1623279600,0,50,462,,
>517:02-06-2020:0,517,1591052400,0,50,464,,
>518:30-10-2020:0,518,1604016000,0,50,546,,
>519:15-06-2021:0,519,1623711600,0,50,437,,
>520:30-01-2021:0,520,1611964800,0,50,542,,
>521:04-08-2020:0,521,1596495600,0,50,572,,
>522:15-04-2021:0,522,1618441200,0,50,524,,
>523:28-12-2020:0,523,1609113600,0,50,532,,
>524:15-09-2020:0,524,1600124400,0,50,531,,
>525:17-05-2020:0,525,1589670000,0,50,464,,
>526:21-06-2021:0,526,1624230000,0,50,468,,
>527:20-04-2021:0,527,1618873200,0,50,398,,
>528:15-03-2021:0,528,1615766400,0,50,464,,
>529:13-03-2020:0,529,1584057600,0,50,469,,
>530:19-12-2020:0,530,1608336000,0,50,473,,
>531:04-12-2020:0,531,1607040000,0,50,514,,
>532:06-04-2021:0,532,1617663600,0,50,463,,
>533:07-06-2020:0,533,1591484400,0,50,470,,
>534:14-12-2020:0,534,1607904000,0,50,534,,
>535:09-05-2021:0,535,1620514800,0,50,423,,
>536:08-11-2020:0,536,1604793600,0,50,509,,
>537:23-09-2020:0,537,1600815600,0,50,498,,
>538:30-06-2021:0,538,1625007600,0,50,546,,
>539:29-06-2020:0,539,1593385200,0,50,484,,
>540:26-09-2020:0,540,1601074800,0,50,452,,
>541:15-05-2021:0,541,1621033200,0,50,416,,
>542:12-05-2021:0,542,1620774000,0,50,487,,
>543:01-03-2021:0,543,1614556800,0,50,461,,
>544:13-04-2020:0,544,1586732400,0,50,510,,
>545:20-06-2020:0,545,1592607600,0,50,487,,
>546:07-09-2020:0,546,1599433200,0,50,486,,
>547:28-03-2021:0,547,1616889600,0,50,444,,
>548:25-04-2021:0,548,1619305200,0,50,507,,
>549:19-12-2020:0,549,1608336000,0,50,535,,
>550:20-12-2020:0,550,1608422400,0,50,341,,
>551:09-01-2021:0,551,1610150400,0,50,535,,
>552:06-02-2021:0,552,1612569600,0,50,478,,
>553:08-10-2020:0,553,1602111600,0,50,501,,
>554:26-03-2021:0,554,1616716800,0,50,384,,
>555:26-08-2020:0,555,1598396400,0,50,441,,
>556:30-10-2020:0,556,1604016000,0,50,517,,
>557:05-04-2021:0,557,1617577200,0,50,485,,
>558:17-08-2020:0,558,1597618800,0,50,535,,
>559:31-05-2020:0,559,1590879600,0,50,542,,
>560:22-02-2021:0,560,1613952000,0,50,509,,
>561:25-06-2021:0,561,1624575600,0,50,453,,
>562:29-06-2021:0,562,1624921200,0,50,458,,
>563:07-05-2020:0,563,1588806000,0,50,538,,
>564:16-05-2020:0,564,1589583600,0,50,471,,
>565:07-07-2020:0,565,1594076400,0,50,526,,
>566:02-11-2020:0,566,1604275200,0,50,454,,
>567:27-09-2020:0,567,1601161200,0,50,476,,
>568:29-06-2020:0,568,1593385200,0,50,468,,
>569:25-12-2020:0,569,1608854400,0,50,482,,
>570:27-12-2020:0,570,1609027200,0,50,538,,
>571:18-12-2020:0,571,1608249600,0,50,522,,
>572:28-11-2020:0,572,1606521600,0,50,507,,
>573:30-03-2021:0,573,1617058800,0,50,475,,
>574:10-08-2020:0,574,1597014000,0,50,446,,
>575:26-05-2020:0,575,1590447600,0,50,517,,
>576:02-08-2020:0,576,1596322800,0,50,545,,
>577:25-06-2021:0,577,1624575600,0,50,493,,
>578:06-03-2021:0,578,1614988800,0,50,500,,
>579:29-03-2021:0,579,1616972400,0,50,529,,
>580:25-02-2021:0,580,1614211200,0,50,499,,
>581:03-03-2021:0,581,1614729600,0,50,578,,
>582:07-11-2020:0,582,1604707200,0,50,471,,
>583:14-12-2020:0,583,1607904000,0,50,471,,
>584:20-06-2021:0,584,1624143600,0,50,503,,
>585:01-03-2021:0,585,1614556800,0,50,402,,
>586:17-03-2020:0,586,1584403200,0,50,540,,
>587:17-05-2020:0,587,1589670000,0,50,491,,
>588:24-02-2021:0,588,1614124800,0,50,441,,
>589:10-05-2021:0,589,1620601200,0,50,485,,
>590:07-04-2020:0,590,1586214000,0,50,539,,
>591:11-04-2021:0,591,1618095600,0,50,463,,
>592:30-07-2020:0,592,1596063600,0,50,540,,
>593:04-06-2021:0,593,1622761200,0,50,526,,
>594:08-09-2020:0,594,1599519600,0,50,484,,
>595:15-05-2021:0,595,1621033200,0,50,528,,
>596:20-02-2021:0,596,1613779200,0,50,512,,
>597:24-06-2021:0,597,1624489200,0,50,522,,
>598:19-06-2020:0,598,1592521200,0,50,538,,
>599:05-03-2020:0,599,1583366400,0,50,538,,
>600:29-06-2021:0,600,1624921200,0,50,547,,
>601:01-08-2020:0,601,1596236400,0,50,524,,
>602:30-09-2020:0,602,1601420400,0,50,483,,
>603:31-05-2021:0,603,1622415600,0,50,460,,
>604:09-06-2020:0,604,1591657200,0,50,473,,
>605:03-08-2020:0,605,1596409200,0,50,489,,
>606:18-11-2020:0,606,1605657600,0,50,485,,
>607:20-08-2020:0,607,1597878000,0,50,529,,
>608:02-05-2021:0,608,1619910000,0,50,484,,
>609:01-05-2021:0,609,1619823600,0,50,501,,
>610:14-04-2020:0,610,1586818800,0,50,493,,
>611:06-05-2020:0,611,1588719600,0,50,548,,
>612:10-06-2021:0,612,1623279600,0,50,505,,
>613:08-06-2021:0,613,1623106800,0,50,465,,
>614:11-03-2020:0,614,1583884800,0,50,478,,
>615:24-05-2021:0,615,1621810800,0,50,441,,
>616:05-12-2020:0,616,1607126400,0,50,483,,
>617:11-02-2021:0,617,1613001600,0,50,482,,
>618:04-05-2020:0,618,1588546800,0,50,439,,
>619:19-12-2020:0,619,1608336000,0,50,509,,
>620:06-04-2021:0,620,1617663600,0,50,400,,
>621:19-01-2021:0,621,1611014400,0,50,509,,
>622:10-08-2020:0,622,1597014000,0,50,469,,
>623:23-05-2021:0,623,1621724400,0,50,484,,
>624:02-06-2020:0,624,1591052400,0,50,445,,
>625:30-06-2020:0,625,1593471600,0,50,489,,
>626:23-03-2021:0,626,1616457600,0,50,454,,
>627:27-03-2020:0,627,1585267200,0,50,536,,
>628:10-10-2020:0,628,1602284400,0,50,369,,
>629:01-01-2021:0,629,1609459200,0,50,481,,
>630:08-07-2020:0,630,1594162800,0,50,492,,
>631:24-06-2020:0,631,1592953200,0,50,583,,
>632:03-08-2020:0,632,1596409200,0,50,457,,
>633:02-09-2020:0,633,1599001200,0,50,530,,
>634:31-03-2021:0,634,1617145200,0,50,498,,
>635:29-09-2020:0,635,1601334000,0,50,398,,
>636:20-01-2021:0,636,1611100800,0,50,543,,
>637:07-09-2020:0,637,1599433200,0,50,439,,
>638:08-05-2020:0,638,1588892400,0,50,477,,
>639:28-10-2020:0,639,1603843200,0,50,461,,
>640:16-03-2021:0,640,1615852800,0,50,499,,
>641:07-03-2021:0,641,1615075200,0,50,506,,
>642:25-05-2021:0,642,1621897200,0,50,518,,
>643:10-07-2020:0,643,1594335600,0,50,467,,
>644:28-05-2020:0,644,1590620400,0,50,516,,
>645:20-08-2020:0,645,1597878000,0,50,520,,
>646:27-12-2020:0,646,1609027200,0,50,469,,
>647:25-06-2021:0,647,1624575600,0,50,497,,
>648:28-06-2021:0,648,1624834800,0,50,518,,
>649:06-05-2021:0,649,1620255600,0,50,521,,
>650:25-04-2021:0,650,1619305200,0,50,492,,
>651:18-05-2021:0,651,1621292400,0,50,427,,
>652:08-09-2020:0,652,1599519600,0,50,526,,
>653:10-08-2020:0,653,1597014000,0,50,500,,
>654:21-01-2021:0,654,1611187200,0,50,430,,
>655:28-07-2020:0,655,1595890800,0,50,420,,
>656:10-09-2020:0,656,1599692400,0,50,371,,
>657:16-02-2021:0,657,1613433600,0,50,392,,
>658:12-04-2021:0,658,1618182000,0,50,495,,
>659:24-07-2020:0,659,1595545200,0,50,506,,
>660:21-10-2020:0,660,1603234800,0,50,537,,
>661:12-03-2021:0,661,1615507200,0,50,478,,
>662:18-02-2021:0,662,1613606400,0,50,499,,
>663:22-05-2021:0,663,1621638000,0,50,496,,
>664:03-04-2021:0,664,1617404400,0,50,409,,
>665:01-07-2021:0,665,1625094000,0,50,479,,
>666:01-11-2020:0,666,1604188800,0,50,508,,
>667:16-02-2021:0,667,1613433600,0,50,505,,
>668:07-06-2020:0,668,1591484400,0,50,476,,
>669:02-06-2021:0,669,1622588400,0,50,422,,
>670:18-05-2021:0,670,1621292400,0,50,414,,
>671:29-12-2020:0,671,1609200000,0,50,541,,
>672:29-06-2020:0,672,1593385200,0,50,516,,
>673:25-06-2021:0,673,1624575600,0,50,531,,
>674:14-05-2021:0,674,1620946800,0,50,465,,
>675:03-06-2020:0,675,1591138800,0,50,564,,
>676:03-05-2021:0,676,1619996400,0,50,466,,
>677:21-01-2021:0,677,1611187200,0,50,551,,
>678:15-06-2020:0,678,1592175600,0,50,506,,
>679:31-01-2021:0,679,1612051200,0,50,515,,
>680:12-12-2020:0,680,1607731200,0,50,510,,
>681:22-04-2021:0,681,1619046000,0,50,467,,
>682:01-02-2021:0,682,1612137600,0,50,486,,
>683:27-03-2021:0,683,1616803200,0,50,524,,
>684:04-09-2020:0,684,1599174000,0,50,524,,
>685:10-11-2020:0,685,1604966400,0,50,512,,
>686:08-06-2021:0,686,1623106800,0,50,512,,
>687:10-04-2021:0,687,1618009200,0,50,521,,
>688:05-01-2021:0,688,1609804800,0,50,431,,
>689:15-04-2021:0,689,1618441200,0,50,496,,
>690:13-02-2021:0,690,1613174400,0,50,462,,
>691:30-11-2020:0,691,1606694400,0,50,470,,
>692:12-02-2021:0,692,1613088000,0,50,513,,
>693:07-06-2021:0,693,1623020400,0,50,528,,
>694:13-09-2020:0,694,1599951600,0,50,522,,
>695:17-03-2021:0,695,1615939200,0,50,429,,
>696:26-12-2020:0,696,1608940800,0,50,565,,
>697:21-07-2020:0,697,1595286000,0,50,516,,
>698:11-02-2021:0,698,1613001600,0,50,464,,
>699:14-05-2021:0,699,1620946800,0,50,450,,
>700:28-10-2020:0,700,1603843200,0,50,487,,
>701:07-09-2020:0,701,1599433200,0,50,472,,
>702:13-09-2020:0,702,1599951600,0,50,522,,
>703:15-02-2021:0,703,1613347200,0,50,541,,
>704:07-03-2021:0,704,1615075200,0,50,482,,
>705:26-05-2021:0,705,1621983600,0,50,508,,
>706:08-05-2021:0,706,1620428400,0,50,455,,
>707:21-11-2020:0,707,1605916800,0,50,487,,
>708:28-10-2020:0,708,1603843200,0,50,492,,
>709:05-10-2020:0,709,1601852400,0,50,559,,
>710:05-09-2020:0,710,1599260400,0,50,517,,
>711:09-11-2020:0,711,1604880000,0,50,533,,
>712:22-12-2020:0,712,1608595200,0,50,371,,
>713:09-01-2021:0,713,1610150400,0,50,531,,
>714:24-12-2020:0,714,1608768000,0,50,525,,
>715:04-12-2020:0,715,1607040000,0,50,489,,
>716:13-11-2020:0,716,1605225600,0,50,529,,
>717:21-02-2021:0,717,1613865600,0,50,411,,
>718:20-06-2021:0,718,1624143600,0,50,556,,
>719:19-02-2021:0,719,1613692800,0,50,508,,
>720:07-08-2020:0,720,1596754800,0,50,504,,
>721:09-08-2020:0,721,1596927600,0,50,541,,
>722:01-05-2021:0,722,1619823600,0,50,495,,
>723:12-12-2020:0,723,1607731200,0,50,466,,
>724:11-05-2020:0,724,1589151600,0,50,583,,
>725:25-05-2020:0,725,1590361200,0,50,513,,
>726:11-02-2021:0,726,1613001600,0,50,506,,
>727:13-05-2021:0,727,1620860400,0,50,508,,
>728:06-03-2021:0,728,1614988800,0,50,516,,
>729:11-11-2020:0,729,1605052800,0,50,565,,
>730:03-10-2020:0,730,1601679600,0,50,508,,
>731:10-11-2020:0,731,1604966400,0,50,526,,
>732:10-05-2021:0,732,1620601200,0,50,413,,
>733:24-08-2020:0,733,1598223600,0,50,484,,
>734:21-10-2020:0,734,1603234800,0,50,518,,
>735:23-09-2020:0,735,1600815600,0,50,491,,
>736:26-10-2020:0,736,1603670400,0,50,495,,
>737:17-12-2020:0,737,1608163200,0,50,434,,
>738:31-08-2020:0,738,1598828400,0,50,349,,
>739:22-04-2020:0,739,1587510000,0,50,488,,
>740:28-05-2021:0,740,1622156400,0,50,508,,
>741:20-08-2020:0,741,1597878000,0,50,484,,
>742:20-02-2021:0,742,1613779200,0,50,474,,
>743:20-06-2021:0,743,1624143600,0,50,533,,
>744:29-04-2020:0,744,1588114800,0,50,403,,
>745:26-09-2020:0,745,1601074800,0,50,490,,
>746:25-10-2020:0,746,1603580400,0,50,491,,
>747:18-03-2020:0,747,1584489600,0,50,498,,
>748:22-11-2020:0,748,1606003200,0,50,458,,
>749:25-12-2020:0,749,1608854400,0,50,463,,
>750:23-03-2021:0,750,1616457600,0,50,416,,
>751:30-04-2020:0,751,1588201200,0,50,467,,
>752:04-02-2021:1,752,1612396800,0,50,458,,
>753:14-02-2021:1,753,1613260800,0,50,495,,
>754:19-04-2021:1,754,1618786800,0,50,521,,
>755:06-02-2021:1,755,1612569600,0,50,474,,
>756:06-04-2021:1,756,1617663600,0,50,584,,
>757:05-02-2021:1,757,1612483200,0,50,505,,
>758:01-05-2021:1,758,1619823600,0,50,519,,
>759:07-12-2020:1,759,1607299200,0,50,527,,
>760:08-03-2021:1,760,1615161600,0,50,501,,
>761:25-03-2021:1,761,1616630400,0,50,512,,
>762:30-03-2021:1,762,1617058800,0,50,466,,
>763:19-06-2021:1,763,1624057200,0,50,389,,
>764:31-01-2021:1,764,1612051200,0,50,505,,
>765:12-03-2021:1,765,1615507200,0,50,531,,
>766:14-06-2021:1,766,1623625200,0,50,571,,
>767:16-06-2021:1,767,1623798000,0,50,487,,
>768:28-04-2021:1,768,1619564400,0,50,575,,
>769:26-04-2021:1,769,1619391600,0,50,534,,
>770:10-04-2021:1,770,1618009200,0,50,477,,
>771:14-05-2021:1,771,1620946800,0,50,499,,
>772:14-05-2021:1,772,1620946800,0,50,439,,
>773:27-03-2021:1,773,1616803200,0,50,465,,
>774:25-12-2020:1,774,1608854400,0,50,520,,
>775:23-12-2020:1,775,1608681600,0,50,505,,
>776:08-06-2021:1,776,1623106800,0,50,469,,
>777:12-03-2021:1,777,1615507200,0,50,621,,
>778:15-12-2020:1,778,1607990400,0,50,540,,
>779:28-06-2021:1,779,1624834800,0,50,437,,
>780:26-01-2021:1,780,1611619200,0,50,486,,
>781:15-03-2021:1,781,1615766400,0,50,539,,
>782:31-12-2020:1,782,1609372800,0,50,432,,
>783:11-05-2021:1,783,1620687600,0,50,528,,
>784:15-02-2021:1,784,1613347200,0,50,480,,
>785:15-03-2021:1,785,1615766400,0,50,459,,
>786:31-01-2021:1,786,1612051200,0,50,514,,
>787:09-02-2021:1,787,1612828800,0,50,452,,
>788:22-06-2021:1,788,1624316400,0,50,416,,
>789:08-05-2021:1,789,1620428400,0,50,516,,
>790:18-05-2021:1,790,1621292400,0,50,484,,
>791:01-05-2021:1,791,1619823600,0,50,501,,
>792:01-06-2021:1,792,1622502000,0,50,443,,
>793:10-03-2021:1,793,1615334400,0,50,546,,
>794:26-01-2021:1,794,1611619200,0,50,442,,
>795:10-11-2020:1,795,1604966400,0,50,527,,
>796:02-04-2021:1,796,1617318000,0,50,502,,
>797:11-04-2021:1,797,1618095600,0,50,535,,
>798:29-01-2021:1,798,1611878400,0,50,450,,
>799:21-06-2021:1,799,1624230000,0,50,513,,
>800:11-01-2021:1,800,1610323200,0,50,468,,
>801:07-02-2021:1,801,1612656000,0,50,448,,
>802:24-06-2021:1,802,1624489200,0,50,471,,
>803:17-02-2021:1,803,1613520000,0,50,533,,
>804:30-03-2021:1,804,1617058800,0,50,496,,
>805:24-06-2021:1,805,1624489200,0,50,540,,
>806:04-04-2021:1,806,1617490800,0,50,494,,
>807:22-04-2021:1,807,1619046000,0,50,437,,
>808:23-03-2021:1,808,1616457600,0,50,393,,
>809:18-06-2021:1,809,1623970800,0,50,451,,
>810:23-06-2021:1,810,1624402800,0,50,419,,
>811:07-03-2021:1,811,1615075200,0,50,519,,
>812:20-05-2021:1,812,1621465200,0,50,491,,
>813:20-04-2021:1,813,1618873200,0,50,584,,
>814:21-06-2021:1,814,1624230000,0,50,515,,
>815:01-01-2021:1,815,1609459200,0,50,479,,
>816:22-05-2021:1,816,1621638000,0,50,483,,
>817:17-03-2021:1,817,1615939200,0,50,471,,
>818:20-04-2021:1,818,1618873200,0,50,430,,
>819:23-06-2021:1,819,1624402800,0,50,490,,
>820:14-11-2020:1,820,1605312000,0,50,526,,
>821:02-03-2021:1,821,1614643200,0,50,500,,
>822:28-01-2021:1,822,1611792000,0,50,555,,
>823:29-06-2021:1,823,1624921200,0,50,411,,
>824:01-05-2021:1,824,1619823600,0,50,507,,
>825:25-05-2021:1,825,1621897200,0,50,509,,
>826:27-05-2021:1,826,1622070000,0,50,568,,
>827:29-05-2021:1,827,1622242800,0,50,543,,
>828:04-03-2021:1,828,1614816000,0,50,478,,
>829:25-03-2021:1,829,1616630400,0,50,481,,
>830:17-04-2021:1,830,1618614000,0,50,489,,
>831:10-03-2021:1,831,1615334400,0,50,475,,
>832:21-05-2021:1,832,1621551600,0,50,574,,
>833:26-02-2021:1,833,1614297600,0,50,516,,
>834:19-04-2021:1,834,1618786800,0,50,511,,
>835:28-01-2021:1,835,1611792000,0,50,483,,
>836:01-07-2021:1,836,1625094000,0,50,467,,
>837:13-03-2021:1,837,1615593600,0,50,503,,
>838:11-12-2020:1,838,1607644800,0,50,459,,
>839:02-03-2021:1,839,1614643200,0,50,491,,
>840:17-04-2021:1,840,1618614000,0,50,491,,
>841:10-06-2021:1,841,1623279600,0,50,609,,
>842:25-01-2021:1,842,1611532800,0,50,466,,
>843:14-01-2021:1,843,1610582400,0,50,522,,
>844:10-03-2021:1,844,1615334400,0,50,489,,
>845:12-02-2021:1,845,1613088000,0,50,531,,
>846:25-06-2021:1,846,1624575600,0,50,544,,
>847:26-05-2021:1,847,1621983600,0,50,554,,
>848:20-02-2021:1,848,1613779200,0,50,521,,
>849:14-06-2021:1,849,1623625200,0,50,496,,
>850:30-05-2021:1,850,1622329200,0,50,533,,
>851:25-04-2021:1,851,1619305200,0,50,542,,
>852:01-03-2021:1,852,1614556800,0,50,486,,
>853:06-01-2021:1,853,1609891200,0,50,502,,
>854:19-05-2021:1,854,1621378800,0,50,538,,
>855:27-06-2021:1,855,1624748400,0,50,481,,
>856:05-04-2021:1,856,1617577200,0,50,499,,
>857:10-03-2021:1,857,1615334400,0,50,572,,
>858:12-02-2021:1,858,1613088000,0,50,496,,
>859:15-02-2021:1,859,1613347200,0,50,514,,
>860:26-06-2021:1,860,1624662000,0,50,516,,
>861:11-03-2021:1,861,1615420800,0,50,570,,
>862:02-12-2020:1,862,1606867200,0,50,476,,
>863:21-06-2021:1,863,1624230000,0,50,483,,
>864:08-06-2021:1,864,1623106800,0,50,492,,
>865:18-12-2020:1,865,1608249600,0,50,492,,
>866:18-01-2021:1,866,1610928000,0,50,463,,
>867:02-04-2021:1,867,1617318000,0,50,497,,
>868:31-03-2021:1,868,1617145200,0,50,408,,
>869:26-06-2021:1,869,1624662000,0,50,544,,
>870:08-02-2021:1,870,1612742400,0,50,503,,
>871:14-06-2021:1,871,1623625200,0,50,533,,
>872:30-05-2021:1,872,1622329200,0,50,568,,
>873:18-04-2021:1,873,1618700400,0,50,517,,
>874:26-12-2020:1,874,1608940800,0,50,460,,
>875:25-04-2021:1,875,1619305200,0,50,455,,
>876:10-04-2021:1,876,1618009200,0,50,497,,
>877:12-05-2021:1,877,1620774000,0,50,475,,
>878:22-03-2021:1,878,1616371200,0,50,457,,
>879:27-04-2021:1,879,1619478000,0,50,455,,
>880:09-02-2021:1,880,1612828800,0,50,452,,
>881:20-12-2020:1,881,1608422400,0,50,455,,
>882:29-06-2021:1,882,1624921200,0,50,436,,
>883:11-03-2021:1,883,1615420800,0,50,481,,
>884:04-05-2021:1,884,1620082800,0,50,498,,
>885:05-02-2021:1,885,1612483200,0,50,473,,
>886:06-01-2021:1,886,1609891200,0,50,510,,
>887:17-05-2021:1,887,1621206000,0,50,547,,
>888:03-04-2021:1,888,1617404400,0,50,461,,
>889:31-05-2021:1,889,1622415600,0,50,534,,
>890:03-06-2021:1,890,1622674800,0,50,580,,
>891:13-06-2021:1,891,1623538800,0,50,500,,
>892:06-06-2021:1,892,1622934000,0,50,387,,
>893:13-01-2021:1,893,1610496000,0,50,524,,
>894:15-04-2021:1,894,1618441200,0,50,441,,
>895:23-03-2021:1,895,1616457600,0,50,563,,
>896:01-01-2021:1,896,1609459200,0,50,519,,
>897:20-01-2021:1,897,1611100800,0,50,532,,
>898:30-06-2021:1,898,1625007600,0,50,460,,
>899:31-01-2021:1,899,1612051200,0,50,497,,
>900:07-06-2021:1,900,1623020400,0,50,500,,
>901:13-04-2021:1,901,1618268400,0,50,538,,
>902:05-03-2021:1,902,1614902400,0,50,424,,
>903:16-03-2021:1,903,1615852800,0,50,433,,
>904:10-05-2021:1,904,1620601200,0,50,467,,
>905:10-03-2021:1,905,1615334400,0,50,455,,
>906:16-03-2021:1,906,1615852800,0,50,453,,
>907:26-02-2021:1,907,1614297600,0,50,462,,
>908:08-05-2021:1,908,1620428400,0,50,487,,
>909:01-06-2021:1,909,1622502000,0,50,469,,
>910:01-05-2021:1,910,1619823600,0,50,376,,
>911:18-05-2021:1,911,1621292400,0,50,536,,
>912:28-04-2021:1,912,1619564400,0,50,520,,
>913:14-02-2021:1,913,1613260800,0,50,520,,
>914:23-05-2021:1,914,1621724400,0,50,541,,
>915:10-04-2021:1,915,1618009200,0,50,532,,
>916:25-04-2021:1,916,1619305200,0,50,503,,
>917:24-06-2021:1,917,1624489200,0,50,487,,
>918:28-05-2021:1,918,1622156400,0,50,347,,
>919:29-01-2021:1,919,1611878400,0,50,438,,
>920:09-12-2020:1,920,1607472000,0,50,478,,
>921:28-01-2021:1,921,1611792000,0,50,543,,
>922:02-04-2021:1,922,1617318000,0,50,490,,
>923:21-12-2020:1,923,1608508800,0,50,493,,
>924:22-03-2021:1,924,1616371200,0,50,490,,
>925:11-03-2021:1,925,1615420800,0,50,508,,
>926:26-06-2021:1,926,1624662000,0,50,557,,
>927:30-03-2021:1,927,1617058800,0,50,439,,
>928:10-12-2020:1,928,1607558400,0,50,494,,
>929:06-04-2021:1,929,1617663600,0,50,432,,
>930:26-05-2021:1,930,1621983600,0,50,450,,
>931:27-02-2021:1,931,1614384000,0,50,408,,
>932:27-06-2021:1,932,1624748400,0,50,525,,
>933:25-12-2020:1,933,1608854400,0,50,430,,
>934:17-06-2021:1,934,1623884400,0,50,458,,
>935:25-05-2021:1,935,1621897200,0,50,446,,
>936:20-01-2021:1,936,1611100800,0,50,477,,
>937:04-05-2021:1,937,1620082800,0,50,502,,
>938:22-05-2021:1,938,1621638000,0,50,492,,
>939:14-05-2021:1,939,1620946800,0,50,514,,
>940:09-01-2021:1,940,1610150400,0,50,498,,
>941:08-11-2020:1,941,1604793600,0,50,464,,
>942:27-06-2021:1,942,1624748400,0,50,477,,
>943:30-03-2021:1,943,1617058800,0,50,582,,
>944:13-04-2021:1,944,1618268400,0,50,483,,
>945:20-11-2020:1,945,1605830400,0,50,390,,
>946:11-05-2021:1,946,1620687600,0,50,493,,
>947:09-05-2021:1,947,1620514800,0,50,554,,
>948:04-06-2021:1,948,1622761200,0,50,525,,
>949:25-03-2021:1,949,1616630400,0,50,491,,
>950:27-03-2021:1,950,1616803200,0,50,499,,
>951:28-12-2020:1,951,1609113600,0,50,533,,
>952:30-03-2021:1,952,1617058800,0,50,530,,
>953:22-04-2021:1,953,1619046000,0,50,526,,
>954:08-06-2021:1,954,1623106800,0,50,491,,
>955:25-04-2021:1,955,1619305200,0,50,465,,
>956:14-02-2021:1,956,1613260800,0,50,550,,
>957:26-04-2021:1,957,1619391600,0,50,434,,
>958:24-02-2021:1,958,1614124800,0,50,511,,
>959:10-05-2021:1,959,1620601200,0,50,494,,
>960:21-04-2021:1,960,1618959600,0,50,489,,
>961:18-05-2021:1,961,1621292400,0,50,459,,
>962:18-04-2021:1,962,1618700400,0,50,371,,
>963:30-03-2021:1,963,1617058800,0,50,513,,
>964:25-04-2021:1,964,1619305200,0,50,494,,
>965:17-06-2021:1,965,1623884400,0,50,482,,
>966:07-03-2021:1,966,1615075200,0,50,501,,
>967:03-04-2021:1,967,1617404400,0,50,537,,
>968:25-04-2021:1,968,1619305200,0,50,524,,
>969:22-12-2020:1,969,1608595200,0,50,493,,
>970:30-12-2020:1,970,1609286400,0,50,503,,
>971:14-04-2021:1,971,1618354800,0,50,483,,
>972:23-02-2021:1,972,1614038400,0,50,486,,
>973:24-06-2021:1,973,1624489200,0,50,457,,
>974:03-04-2021:1,974,1617404400,0,50,464,,
>975:11-04-2021:1,975,1618095600,0,50,537,,
>976:09-05-2021:1,976,1620514800,0,50,441,,
>977:13-05-2021:1,977,1620860400,0,50,521,,
>978:28-02-2021:1,978,1614470400,0,50,520,,
>979:15-06-2021:1,979,1623711600,0,50,533,,
>980:25-06-2021:1,980,1624575600,0,50,581,,
>981:07-06-2021:1,981,1623020400,0,50,509,,
>982:12-06-2021:1,982,1623452400,0,50,471,,
>983:05-06-2021:1,983,1622847600,0,50,480,,
>984:06-03-2021:1,984,1614988800,0,50,490,,
>985:17-06-2021:1,985,1623884400,0,50,528,,
>986:08-06-2021:1,986,1623106800,0,50,507,,
>987:12-06-2021:1,987,1623452400,0,50,410,,
>988:04-03-2021:1,988,1614816000,0,50,434,,
>989:15-04-2021:1,989,1618441200,0,50,432,,
>990:16-03-2021:1,990,1615852800,0,50,515,,
>991:29-01-2021:1,991,1611878400,0,50,487,,
>992:01-04-2021:1,992,1617231600,0,50,531,,
>993:11-05-2021:1,993,1620687600,0,50,520,,
>994:30-04-2021:1,994,1619737200,0,50,441,,
>995:08-03-2021:1,995,1615161600,0,50,533,,
>996:17-06-2021:1,996,1623884400,0,50,428,,
>997:26-12-2020:1,997,1608940800,0,50,430,,
>998:17-03-2021:1,998,1615939200,0,50,544,,
>999:24-03-2021:1,999,1616544000,0,50,544,,
>1000:04-04-2021:1,1000,1617490800,0,50,521,,
>142+235,142+235,1605916800,34,50,515,142,235
>634+1,634+1,1617274800,23,50,495,634,1
>884+904,884+904,1620342000,1,50,482,884,904
>848+717,848+717,1613822400,17,50,466,848,717
>817+31,817+31,1616025600,21,50,425,817,31
>68+234,68+234,1591095600,4,50,414,68,234
>283+980,283+980,1624791600,37,50,528,283,980
>127+208,127+208,1623106800,6,50,509,127,208
>547+761,547+761,1616760000,23,50,478,547,761
>814+799,814+799,1624230000,26,50,514,814,799
>494+677,494+677,1611273600,2,50,521,494,677
>520+786,520+786,1612008000,15,50,528,520,786
>717+703,717+703,1613606400,19,50,476,717,703
>410+998,410+998,1615852800,22,50,493,410,998
>837+760,837+760,1615377600,4,50,502,837,760
>230+635,230+635,1601118000,18,50,422,230,635
>100+589,100+589,1620428400,8,50,462,100,589
>538+805,538+805,1624748400,31,50,543,538,805
>34+217,34+217,1622847600,30,50,506,34,217
>923+225,923+225,1608768000,14,50,510,923,225
>875+813,875+813,1619089200,1,50,519,875,813
>422+352,422+352,1623279600,29,50,477,422,352
>475+497,475+497,1592002800,19,50,484,475,497
>673+366,673+366,1624748400,35,50,512,673,366
>815+853,815+853,1609675200,6,50,490,815,853
>819+600,819+600,1624662000,36,50,518,819,600
>3+730,3+730,1601766000,21,50,468,3,730
>764+498,764+498,1612267200,24,50,520,764,498
>489+883,489+883,1615464000,23,50,486,489,883
>294+752,294+752,1612310400,17,50,478,294,752
>784+657,784+657,1613390400,19,50,436,784,657
>848+421,848+421,1613692800,12,50,500,848,421
>256+847,256+847,1621940400,30,50,543,256,847
>657+284,657+284,1613476800,18,50,457,657,284
